Date,Team,Opponent,Team Score,Opponent Score,Team Result
1/31/13,California,Oregon St,71,68,Win
1/31/13,Oregon St,California,68,71,Loss
1/31/13,Canisius,Loyola MD,91,79,Win
1/31/13,Loyola MD,Canisius,79,91,Loss
1/31/13,SE Louisiana,Cent Arkansas,70,69,Win
1/31/13,Cent Arkansas,SE Louisiana,69,70,Loss
1/31/13,Citadel,Wofford,69,63,Win
1/31/13,Wofford,Citadel,63,69,Loss
1/31/13,CS Northridge,CS Fullerton,92,86,Win
1/31/13,CS Fullerton,CS Northridge,86,92,Loss
1/31/13,Davidson,Samford,71,51,Win
1/31/13,Samford,Davidson,51,71,Loss
1/31/13,E Washington,Montana St,72,68,Win
1/31/13,Montana St,E Washington,68,72,Loss
1/31/13,N Kentucky,ETSU,70,68,Win
1/31/13,ETSU,N Kentucky,68,70,Loss
1/31/13,Bryant,F Dickinson,78,63,Win
1/31/13,F Dickinson,Bryant,63,78,Loss
1/31/13,FL Atlantic,ULM,76,71,Win
1/31/13,ULM,FL Atlantic,71,76,Loss
1/31/13,Middle Tenn St,Florida Intl,66,64,Win
1/31/13,Florida Intl,Middle Tenn St,64,66,Loss
1/31/13,Furman,Ga Southern,81,74,Win
1/31/13,Ga Southern,Furman,74,81,Loss
1/31/13,Drexel,George Mason,58,54,Win
1/31/13,George Mason,Drexel,54,58,Loss
1/31/13,Utah St,Idaho,77,67,Win
1/31/13,Idaho,Utah St,67,77,Loss
1/31/13,IL Chicago,WI Green Bay,60,57,Win
1/31/13,WI Green Bay,IL Chicago,57,60,Loss
1/31/13,Iowa,Penn St,76,67,Win
1/31/13,Penn St,Iowa,67,76,Loss
1/31/13,Jacksonville,Stetson,71,70,Win
1/31/13,Stetson,Jacksonville,70,71,Loss
1/31/13,James Madison,Hofstra,62,41,Win
1/31/13,Hofstra,James Madison,41,62,Loss
1/31/13,Northwestern LA,Lamar,85,63,Win
1/31/13,Lamar,Northwestern LA,63,85,Loss
1/31/13,Long Island,St Francis PA,82,62,Win
1/31/13,St Francis PA,Long Island,62,82,Loss
1/31/13,Gonzaga,Loy Marymount,88,43,Win
1/31/13,Loy Marymount,Gonzaga,43,88,Loss
1/31/13,Michigan St,Illinois,80,75,Win
1/31/13,Illinois,Michigan St,75,80,Loss
1/31/13,Central Conn,Monmouth NJ,78,58,Win
1/31/13,Monmouth NJ,Central Conn,58,78,Loss
1/31/13,Mt St Mary's,Quinnipiac,77,73,Win
1/31/13,Quinnipiac,Mt St Mary's,73,77,Loss
1/31/13,N Colorado,Idaho St,78,63,Win
1/31/13,Idaho St,N Colorado,63,78,Loss
1/31/13,N Dakota St,Missouri KC,71,34,Win
1/31/13,Missouri KC,N Dakota St,34,71,Loss
1/31/13,NE Omaha,IPFW,86,79,Win
1/31/13,IPFW,NE Omaha,79,86,Loss
1/31/13,Niagara,Iona,93,90,Win
1/31/13,Iona,Niagara,90,93,Loss
1/31/13,Weber St,North Dakota,66,51,Win
1/31/13,North Dakota,Weber St,51,66,Loss
1/31/13,FL Gulf Coast,North Florida,89,75,Win
1/31/13,North Florida,FL Gulf Coast,75,89,Loss
1/31/13,Oral Roberts,Nicholls St,90,78,Win
1/31/13,Nicholls St,Oral Roberts,78,90,Loss
1/31/13,BYU,Pepperdine,63,61,Win
1/31/13,Pepperdine,BYU,61,63,Loss
1/31/13,Montana,Portland St,81,68,Win
1/31/13,Portland St,Montana,68,81,Loss
1/31/13,Connecticut,Providence,82,79,Win
1/31/13,Providence,Connecticut,79,82,Loss
1/31/13,S Dakota St,South Dakota,67,54,Win
1/31/13,South Dakota,S Dakota St,54,67,Loss
1/31/13,St Mary's CA,San Francisco,67,63,Win
1/31/13,San Francisco,St Mary's CA,63,67,Loss
1/31/13,Santa Clara,Portland,70,46,Win
1/31/13,Portland,Santa Clara,46,70,Loss
1/31/13,SC Upstate,Lipscomb,83,71,Win
1/31/13,Lipscomb,SC Upstate,71,83,Loss
1/31/13,Seattle,San Jose St,56,48,Win
1/31/13,San Jose St,Seattle,48,56,Loss
1/31/13,Southern Utah,CS Sacramento,79,67,Win
1/31/13,CS Sacramento,Southern Utah,67,79,Loss
1/31/13,St Francis NY,Robert Morris,71,61,Win
1/31/13,Robert Morris,St Francis NY,61,71,Loss
1/31/13,St Louis,Butler,75,58,Win
1/31/13,Butler,St Louis,58,75,Loss
1/31/13,St Peter's,Marist,70,68,Win
1/31/13,Marist,St Peter's,68,70,Loss
1/31/13,Tennessee St,Tennessee Tech,84,65,Win
1/31/13,Tennessee Tech,Tennessee St,65,84,Loss
1/31/13,New Mexico St,Texas St,86,72,Win
1/31/13,Texas St,New Mexico St,72,86,Loss
1/31/13,TN Martin,E Kentucky,72,65,Win
1/31/13,E Kentucky,TN Martin,65,72,Loss
1/31/13,Hawaii,UC Riverside,72,68,Win
1/31/13,UC Riverside,Hawaii,68,72,Loss
1/31/13,ULL,North Texas,105,74,Win
1/31/13,North Texas,ULL,74,105,Loss
1/31/13,Elon,UNC Greensboro,72,66,Win
1/31/13,UNC Greensboro,Elon,66,72,Loss
1/31/13,Denver,UT San Antonio,71,57,Win
1/31/13,UT San Antonio,Denver,57,71,Loss
1/31/13,W Kentucky,Troy,65,61,Win
1/31/13,Troy,W Kentucky,61,65,Loss
1/31/13,Wagner,Sacred Heart,84,78,Win
1/31/13,Sacred Heart,Wagner,78,84,Loss
1/31/13,Arizona,Washington,57,53,Win
1/31/13,Washington,Arizona,53,57,Loss
1/31/13,Arizona St,Washington St,63,59,Win
1/31/13,Washington St,Arizona St,59,63,Loss
1/30/13,Air Force,Fresno St,62,50,Win
1/30/13,Fresno St,Air Force,50,62,Loss
1/30/13,Bucknell,American Univ,56,55,Win
1/30/13,American Univ,Bucknell,55,56,Loss
1/30/13,Toledo,Ball St,85,78,Win
1/30/13,Ball St,Toledo,78,85,Loss
1/30/13,Oklahoma,Baylor,74,71,Win
1/30/13,Baylor,Oklahoma,71,74,Loss
1/30/13,MD Baltimore Co,Binghamton,61,58,Win
1/30/13,Binghamton,MD Baltimore Co,58,61,Loss
1/30/13,Akron,Bowling Green,68,55,Win
1/30/13,Bowling Green,Akron,55,68,Loss
1/30/13,Buffalo,C Michigan,91,73,Win
1/30/13,C Michigan,Buffalo,73,91,Loss
1/30/13,Gardner Webb,Charleston So,74,73,Win
1/30/13,Charleston So,Gardner Webb,73,74,Loss
1/30/13,Cincinnati,Rutgers,62,54,Win
1/30/13,Rutgers,Cincinnati,54,62,Loss
1/30/13,Col Charleston,Appalachian St,72,59,Win
1/30/13,Appalachian St,Col Charleston,59,72,Loss
1/30/13,Colorado St,Boise St,77,57,Win
1/30/13,Boise St,Colorado St,57,77,Loss
1/30/13,Creighton,Missouri St,91,77,Win
1/30/13,Missouri St,Creighton,77,91,Loss
1/30/13,Delaware,William & Mary,66,56,Win
1/30/13,William & Mary,Delaware,56,66,Loss
1/30/13,Memphis,East Carolina,75,68,Win
1/30/13,East Carolina,Memphis,68,75,Loss
1/30/13,Florida,South Carolina,75,36,Win
1/30/13,South Carolina,Florida,36,75,Loss
1/30/13,Florida St,Maryland,73,71,Win
1/30/13,Maryland,Florida St,71,73,Loss
1/30/13,St Joseph's PA,Fordham,66,62,Win
1/30/13,Fordham,St Joseph's PA,62,66,Loss
1/30/13,Georgetown,Seton Hall,74,52,Win
1/30/13,Seton Hall,Georgetown,52,74,Loss
1/30/13,Georgia,Auburn,57,49,Win
1/30/13,Auburn,Georgia,49,57,Loss
1/30/13,Vermont,Hartford,49,43,Win
1/30/13,Hartford,Vermont,43,49,Loss
1/30/13,High Point,Longwood,88,60,Win
1/30/13,Longwood,High Point,60,88,Loss
1/30/13,Army,Holy Cross,80,66,Win
1/30/13,Holy Cross,Army,66,80,Loss
1/30/13,Kansas St,Texas,83,57,Win
1/30/13,Texas,Kansas St,57,83,Loss
1/30/13,Massachusetts,La Salle,61,60,Win
1/30/13,La Salle,Massachusetts,60,61,Loss
1/30/13,Lafayette,Colgate,69,40,Win
1/30/13,Colgate,Lafayette,40,69,Loss
1/30/13,Long Beach St,Santa Barbara,57,55,Win
1/30/13,Santa Barbara,Long Beach St,55,57,Loss
1/30/13,Loyola-Chicago,WI Milwaukee,76,65,Win
1/30/13,WI Milwaukee,Loyola-Chicago,65,76,Loss
1/30/13,LSU,Missouri,73,70,Win
1/30/13,Missouri,LSU,70,73,Loss
1/30/13,New Hampshire,Maine,57,54,Win
1/30/13,Maine,New Hampshire,54,57,Loss
1/30/13,SMU,Marshall,68,57,Win
1/30/13,Marshall,SMU,57,68,Loss
1/30/13,SF Austin,McNeese St,59,39,Win
1/30/13,McNeese St,SF Austin,39,59,Loss
1/30/13,W Michigan,Miami OH,72,68,Win
1/30/13,Miami OH,W Michigan,68,72,Loss
1/30/13,Michigan,Northwestern,68,46,Win
1/30/13,Northwestern,Michigan,46,68,Loss
1/30/13,Texas A&M,Mississippi St,55,49,Win
1/30/13,Mississippi St,Texas A&M,49,55,Loss
1/30/13,N Illinois,Kent,67,65,Win
1/30/13,Kent,N Illinois,65,67,Loss
1/30/13,Lehigh,Navy,71,49,Win
1/30/13,Navy,Lehigh,49,71,Loss
1/30/13,Georgia St,Northeastern,78,73,Win
1/30/13,Northeastern,Georgia St,73,78,Loss
1/30/13,Notre Dame,Villanova,65,60,Win
1/30/13,Villanova,Notre Dame,60,65,Loss
1/30/13,Oklahoma St,Iowa St,78,76,Win
1/30/13,Iowa St,Oklahoma St,76,78,Loss
1/30/13,Towson,Old Dominion,68,66,Win
1/30/13,Old Dominion,Towson,66,68,Loss
1/30/13,UNC Asheville,Presbyterian,77,74,Win
1/30/13,Presbyterian,UNC Asheville,74,77,Loss
1/30/13,Indiana,Purdue,97,60,Win
1/30/13,Purdue,Indiana,60,97,Loss
1/30/13,VMI,Radford,70,69,Win
1/30/13,Radford,VMI,69,70,Loss
1/30/13,VA Commonwealth,Rhode Island,70,64,Win
1/30/13,Rhode Island,VA Commonwealth,64,70,Loss
1/30/13,Rice,Houston,79,69,Win
1/30/13,Houston,Rice,69,79,Loss
1/30/13,Hampton,S Carolina St,64,60,Win
1/30/13,S Carolina St,Hampton,60,64,Loss
1/30/13,Drake,S Illinois,61,56,Win
1/30/13,S Illinois,Drake,56,61,Loss
1/30/13,St John's,DePaul,79,74,Win
1/30/13,DePaul,St John's,74,79,Loss
1/30/13,Stanford,Oregon,76,52,Win
1/30/13,Oregon,Stanford,52,76,Loss
1/30/13,Temple,Richmond,71,64,Win
1/30/13,Richmond,Temple,64,71,Loss
1/30/13,UCF,Tulane,58,50,Win
1/30/13,Tulane,UCF,50,58,Loss
1/30/13,UAB,UTEP,78,72,Win
1/30/13,UTEP,UAB,72,78,Loss
1/30/13,UC Irvine,Cal Poly SLO,52,45,Win
1/30/13,Cal Poly SLO,UC Irvine,45,52,Loss
1/30/13,USC,UCLA,75,71,Win
1/30/13,UCLA,USC,71,75,Loss
1/30/13,UNLV,Nevada,66,54,Win
1/30/13,Nevada,UNLV,54,66,Loss
1/30/13,Miami FL,Virginia Tech,73,64,Win
1/30/13,Virginia Tech,Miami FL,64,73,Loss
1/30/13,Duke,Wake Forest,75,70,Win
1/30/13,Wake Forest,Duke,70,75,Loss
1/30/13,Winthrop,Coastal Car,61,48,Win
1/30/13,Coastal Car,Winthrop,48,61,Loss
1/30/13,Detroit,Wright St,83,76,Win
1/30/13,Wright St,Detroit,76,83,Loss
1/30/13,New Mexico,Wyoming,63,59,Win
1/30/13,Wyoming,New Mexico,59,63,Loss
1/30/13,Xavier,Dayton,66,61,Win
1/30/13,Dayton,Xavier,61,66,Loss
1/30/13,Youngstown St,Valparaiso,80,68,Win
1/30/13,Valparaiso,Youngstown St,68,80,Loss
1/29/13,Stony Brook,Albany NY,65,49,Win
1/29/13,Albany NY,Stony Brook,49,65,Loss
1/29/13,North Carolina,Boston College,82,70,Win
1/29/13,Boston College,North Carolina,70,82,Loss
1/29/13,Bradley,Illinois St,83,77,Win
1/29/13,Illinois St,Bradley,77,83,Loss
1/29/13,Clemson,Georgia Tech,63,60,Win
1/29/13,Georgia Tech,Clemson,60,63,Loss
1/29/13,Evansville,Northern Iowa,54,51,Win
1/29/13,Northern Iowa,Evansville,51,54,Loss
1/29/13,Liberty,Campbell,89,72,Win
1/29/13,Campbell,Liberty,72,89,Loss
1/29/13,Minnesota,Nebraska,84,65,Win
1/29/13,Nebraska,Minnesota,65,84,Loss
1/29/13,Kentucky,Mississippi,87,74,Win
1/29/13,Mississippi,Kentucky,74,87,Loss
1/29/13,Ohio St,Wisconsin,58,49,Win
1/29/13,Wisconsin,Ohio St,49,58,Loss
1/29/13,Tennessee,Vanderbilt,58,57,Win
1/29/13,Vanderbilt,Tennessee,57,58,Loss
1/29/13,Virginia,NC State,58,55,Win
1/29/13,NC State,Virginia,55,58,Loss
1/29/13,Indiana St,Wichita St,68,55,Win
1/29/13,Wichita St,Indiana St,55,68,Loss
1/28/13,Bethune-Cookman,MD E Shore,58,57,Win
1/28/13,MD E Shore,Bethune-Cookman,57,58,Loss
1/28/13,Delaware,Drexel,66,64,Win
1/28/13,Drexel,Delaware,64,66,Loss
1/28/13,E Washington,Portland St,76,65,Win
1/28/13,Portland St,E Washington,65,76,Loss
1/28/13,Delaware St,Florida A&M,57,48,Win
1/28/13,Florida A&M,Delaware St,48,57,Loss
1/28/13,MS Valley St,Grambling,65,50,Win
1/28/13,Grambling,MS Valley St,50,65,Loss
1/28/13,Jackson St,Ark Pine Bluff,82,67,Win
1/28/13,Ark Pine Bluff,Jackson St,67,82,Loss
1/28/13,Louisville,Pittsburgh,64,61,Win
1/28/13,Pittsburgh,Louisville,61,64,Loss
1/28/13,Marquette,South Florida,63,50,Win
1/28/13,South Florida,Marquette,50,63,Loss
1/28/13,NC A&T,Coppin St,63,62,Win
1/28/13,Coppin St,NC A&T,62,63,Loss
1/28/13,NC Central,Morgan St,69,61,Win
1/28/13,Morgan St,NC Central,61,69,Loss
1/28/13,Prairie View,Alabama A&M,65,46,Win
1/28/13,Alabama A&M,Prairie View,46,65,Loss
1/28/13,SC Upstate,ETSU,88,71,Win
1/28/13,ETSU,SC Upstate,71,88,Loss
1/28/13,TX Southern,Alabama St,97,65,Win
1/28/13,Alabama St,TX Southern,65,97,Loss
1/28/13,James Madison,UNC Wilmington,63,56,Win
1/28/13,UNC Wilmington,James Madison,56,63,Loss
1/28/13,Kansas,West Virginia,61,56,Win
1/28/13,West Virginia,Kansas,56,61,Loss
1/27/13,Niagara,Canisius,66,65,Win
1/27/13,Canisius,Niagara,65,66,Loss
1/27/13,Clemson,Virginia Tech,77,70,Win
1/27/13,Virginia Tech,Clemson,70,77,Loss
1/27/13,Colorado,California,81,71,Win
1/27/13,California,Colorado,71,81,Loss
1/27/13,Connecticut,Rutgers,66,54,Win
1/27/13,Rutgers,Connecticut,54,66,Loss
1/27/13,Michigan,Illinois,74,60,Win
1/27/13,Illinois,Michigan,60,74,Loss
1/27/13,Indiana,Michigan St,75,70,Win
1/27/13,Michigan St,Indiana,70,75,Loss
1/27/13,Iona,Loyola MD,79,71,Win
1/27/13,Loyola MD,Iona,71,79,Loss
1/27/13,Siena,Marist,79,75,Win
1/27/13,Marist,Siena,75,79,Loss
1/27/13,Massachusetts,Richmond,70,65,Win
1/27/13,Richmond,Massachusetts,65,70,Loss
1/27/13,Miami FL,Florida St,71,47,Win
1/27/13,Florida St,Miami FL,47,71,Loss
1/27/13,Missouri St,Drake,78,72,Win
1/27/13,Drake,Missouri St,72,78,Loss
1/27/13,Purdue,Iowa,65,62,Win
1/27/13,Iowa,Purdue,62,65,Loss
1/27/13,Manhattan,Rider,62,51,Win
1/27/13,Rider,Manhattan,51,62,Loss
1/27/13,Creighton,S Illinois,81,51,Win
1/27/13,S Illinois,Creighton,51,81,Loss
1/27/13,South Alabama,Florida Intl,60,58,Win
1/27/13,Florida Intl,South Alabama,58,60,Loss
1/27/13,St John's,Seton Hall,71,67,Win
1/27/13,Seton Hall,St John's,67,71,Loss
1/27/13,Fairfield,St Peter's,61,54,Win
1/27/13,St Peter's,Fairfield,54,61,Loss
1/27/13,Stanford,Utah,87,56,Win
1/27/13,Utah,Stanford,56,87,Loss
1/26/13,Akron,Buffalo,68,64,Win
